k,m,case,n_criticals,crit_index,i_crit_deg,kind
3,1,odd-odd,1,1,70.528779,pitchfork
3,2,mixed,1,1,83.620630,tangency
4,3,mixed,1,1,76.121108,tangency
5,1,odd-odd,1,1,78.463041,pitchfork
5,2,mixed,1,1,86.229421,tangency
5,3,odd-odd,2,1,53.130102,pitchfork
5,3,odd-odd,2,2,87.567107,tangency
5,4,mixed,2,1,70.006481,tangency
5,4,mixed,2,2,88.194577,tangency
6,5,mixed,2,1,65.067298,tangency
6,5,mixed,2,2,85.004761,tangency
7,1,odd-odd,1,1,81.786789,pitchfork
7,2,mixed,1,1,87.317482,tangency
7,3,odd-odd,2,1,64.623066,pitchfork
7,3,odd-odd,2,2,88.269272,tangency
7,4,mixed,2,1,76.306103,tangency
7,4,mixed,2,2,88.715674,tangency
7,5,odd-odd,3,1,44.415309,pitchfork
7,5,odd-odd,3,2,79.707708,tangency
7,5,odd-odd,3,3,88.977448,tangency
7,6,mixed,3,1,61.007666,tangency
7,6,mixed,3,2,81.663959,tangency
7,6,mixed,3,3,89.150060,tangency
8,3,mixed,1,1,83.340190,tangency
8,5,mixed,2,1,72.198568,tangency
8,5,mixed,2,2,86.292569,tangency
8,7,mixed,3,1,57.606639,tangency
8,7,mixed,3,2,78.488952,tangency
8,7,mixed,3,3,87.397806,tangency
9,1,odd-odd,1,1,83.620630,pitchfork
9,2,mixed,1,1,87.916995,tangency
9,4,mixed,2,1,79.512661,tangency
9,4,mixed,2,2,89.002743,tangency
9,5,odd-odd,3,1,56.251011,pitchfork
9,5,odd-odd,3,2,82.121707,tangency
9,5,odd-odd,3,3,89.206009,tangency
9,7,odd-odd,4,1,38.942441,pitchfork
9,7,odd-odd,4,2,72.896553,tangency
9,7,odd-odd,4,3,84.618542,tangency
9,7,odd-odd,4,4,89.435190,tangency
9,8,mixed,4,1,54.708519,tangency
9,8,mixed,4,2,75.559147,tangency
9,8,mixed,4,3,85.337558,tangency
9,8,mixed,4,4,89.506283,tangency
10,3,mixed,1,1,84.696284,tangency
10,7,mixed,3,1,65.528305,tangency
10,7,mixed,3,2,80.981486,tangency
10,7,mixed,3,3,87.928126,tangency
10,9,mixed,4,1,52.202801,tangency
10,9,mixed,4,2,72.880658,tangency
10,9,mixed,4,3,83.207695,tangency
10,9,mixed,4,4,88.399661,tangency
11,1,odd-odd,1,1,84.784091,pitchfork
11,2,mixed,1,1,88.297122,tangency
11,3,odd-odd,2,1,74.173380,pitchfork
11,3,odd-odd,2,2,88.901369,tangency
11,4,mixed,2,1,81.483536,tangency
11,4,mixed,2,2,89.184747,tangency
11,5,odd-odd,3,1,62.964308,pitchfork
11,5,odd-odd,3,2,83.603833,tangency
11,5,odd-odd,3,3,89.350918,tangency
11,6,mixed,3,1,72.923989,tangency
11,6,mixed,3,2,84.821359,tangency
11,6,mixed,3,3,89.460488,tangency
11,7,odd-odd,4,1,50.478804,pitchfork
11,7,odd-odd,4,2,76.340142,tangency
11,7,odd-odd,4,3,85.631723,tangency
11,7,odd-odd,4,4,89.538272,tangency
11,8,mixed,4,1,62.792530,tangency
11,8,mixed,4,2,78.471812,tangency
11,8,mixed,4,3,86.215520,tangency
11,8,mixed,4,4,89.596390,tangency
11,9,odd-odd,5,1,35.096801,pitchfork
11,9,odd-odd,5,2,67.410032,tangency
11,9,odd-odd,5,3,79.976988,tangency
11,9,odd-odd,5,4,86.658183,tangency
11,9,odd-odd,5,5,89.641480,tangency
11,10,mixed,5,1,50.009450,tangency
11,10,mixed,5,2,70.436200,tangency
11,10,mixed,5,3,81.111514,tangency
11,10,mixed,5,4,87.006277,tangency
11,10,mixed,5,5,89.677488,tangency
12,5,mixed,2,1,78.483308,tangency
12,5,mixed,2,2,87.546223,tangency
12,7,mixed,3,1,70.131902,tangency
12,7,mixed,3,2,82.564595,tangency
12,7,mixed,3,3,88.277839,tangency
12,11,mixed,5,1,48.069201,tangency
12,11,mixed,5,2,68.202188,tangency
12,11,mixed,5,3,79.094240,tangency
12,11,mixed,5,4,85.487373,tangency
12,11,mixed,5,5,88.915395,tangency
13,1,odd-odd,1,1,85.588274,pitchfork
13,2,mixed,1,1,88.559783,tangency
13,3,odd-odd,2,1,76.657636,pitchfork
13,3,odd-odd,2,2,89.070835,tangency
13,4,mixed,2,1,82.824094,tangency
13,4,mixed,2,2,89.310503,tangency
13,5,odd-odd,3,1,67.380135,pitchfork
13,5,odd-odd,3,2,84.611384,tangency
13,5,odd-odd,3,3,89.451042,tangency
13,6,mixed,3,1,75.730421,tangency
13,6,mixed,3,2,85.637401,tangency
13,6,mixed,3,3,89.543710,tangency
13,7,odd-odd,4,1,57.421030,pitchfork
13,7,odd-odd,4,2,78.590208,tangency
13,7,odd-odd,4,3,86.320203,tangency
13,7,odd-odd,4,4,89.609497,tangency
13,8,mixed,4,1,67.619902,tangency
13,8,mixed,4,2,80.373076,tangency
13,8,mixed,4,3,86.812059,tangency
13,8,mixed,4,4,89.658649,tangency
13,9,odd-odd,5,1,46.186939,pitchfork
13,9,odd-odd,5,2,71.436223,tangency
13,9,odd-odd,5,3,81.631274,tangency
13,9,odd-odd,5,4,87.184989,tangency
13,9,odd-odd,5,5,89.696784,tangency
13,10,mixed,5,1,58.192263,tangency
13,10,mixed,5,2,73.932366,tangency
13,10,mixed,5,3,82.579299,tangency
13,10,mixed,5,4,87.478236,tangency
13,10,mixed,5,5,89.727238,tangency
13,11,odd-odd,6,1,32.204228,pitchfork
13,11,odd-odd,6,2,62.943132,tangency
13,11,odd-odd,6,3,75.758345,tangency
13,11,odd-odd,6,4,83.324371,tangency
13,11,odd-odd,6,5,87.715246,tangency
13,11,odd-odd,6,6,89.752123,tangency
13,12,mixed,6,1,46.337235,tangency
13,12,mixed,6,2,66.154885,tangency
13,12,mixed,6,3,77.174148,tangency
13,12,mixed,6,4,83.927773,tangency
13,12,mixed,6,5,87.910981,tangency
13,12,mixed,6,6,89.772842,tangency
14,3,mixed,1,1,86.226349,tangency
14,5,mixed,2,1,80.187061,tangency
14,5,mixed,2,2,87.899946,tangency
14,9,mixed,4,1,65.348906,tangency
14,9,mixed,4,2,78.284257,tangency
14,9,mixed,4,3,85.231307,tangency
14,9,mixed,4,4,88.861571,tangency
14,11,mixed,5,1,56.235343,tangency
14,11,mixed,5,2,71.897984,tangency
14,11,mixed,5,3,80.796951,tangency
14,11,mixed,5,4,86.156756,tangency
14,11,mixed,5,5,89.071766,tangency
14,13,mixed,6,1,44.779012,tangency
14,13,mixed,6,2,64.272518,tangency
14,13,mixed,6,3,75.356434,tangency
14,13,mixed,6,4,82.373660,tangency
14,13,mixed,6,5,86.774984,tangency
14,13,mixed,6,6,89.216113,tangency
15,1,odd-odd,1,1,86.177446,pitchfork
15,2,mixed,1,1,88.752180,tangency
15,4,mixed,2,1,83.797111,tangency
15,4,mixed,2,2,89.402616,tangency
15,7,odd-odd,4,1,62.181861,pitchfork
15,7,odd-odd,4,2,80.188386,tangency
15,7,odd-odd,4,3,86.819635,tangency
15,7,odd-odd,4,4,89.661666,tangency
15,8,mixed,4,1,70.914938,tangency
15,8,mixed,4,2,81.722740,tangency
15,8,mixed,4,3,87.244774,tangency
15,8,mixed,4,4,89.704253,tangency
15,11,odd-odd,6,1,42.833428,pitchfork
15,11,odd-odd,6,2,67.298773,tangency
15,11,odd-odd,6,3,77.868834,tangency
15,11,odd-odd,6,4,84.261398,tangency
15,11,odd-odd,6,5,88.025408,tangency
15,11,odd-odd,6,6,89.785239,tangency
15,13,odd-odd,7,1,29.926435,pitchfork
15,13,odd-odd,7,2,59.235832,tangency
15,13,odd-odd,7,3,72.035393,tangency
15,13,odd-odd,7,4,80.048047,tangency
15,13,odd-odd,7,5,85.210095,tangency
15,13,odd-odd,7,6,88.336742,tangency
15,13,odd-odd,7,7,89.818367,tangency
15,14,mixed,7,1,43.367455,tangency
15,14,mixed,7,2,62.535857,tangency
15,14,mixed,7,3,73.639866,tangency
15,14,mixed,7,4,80.850439,tangency
15,14,mixed,7,5,85.572596,tangency
15,14,mixed,7,6,88.457948,tangency
15,14,mixed,7,7,89.831369,tangency
16,3,mixed,1,1,86.701165,tangency
16,5,mixed,2,1,81.446137,tangency
16,5,mixed,2,2,88.164250,tangency
16,7,mixed,3,1,75.444155,tangency
16,7,mixed,3,2,84.480299,tangency
16,7,mixed,3,3,88.711625,tangency
16,9,mixed,4,1,68.806620,tangency
16,9,mixed,4,2,79.845334,tangency
16,9,mixed,4,3,85.844277,tangency
16,9,mixed,4,4,89.004861,tangency
16,11,mixed,5,1,61.400945,tangency
16,11,mixed,5,2,74.452248,tangency
16,11,mixed,5,3,82.024815,tangency
16,11,mixed,5,4,86.650873,tangency
16,11,mixed,5,5,89.188601,tangency
16,13,mixed,6,1,52.842928,tangency
16,13,mixed,6,2,68.245436,tangency
16,13,mixed,6,3,77.428155,tangency
16,13,mixed,6,4,83.391846,tangency
16,13,mixed,6,5,87.189665,tangency
16,13,mixed,6,6,89.314780,tangency
16,15,mixed,7,1,42.081016,tangency
16,15,mixed,7,2,60.928184,tangency
16,15,mixed,7,3,72.020109,tangency
16,15,mixed,7,4,79.371836,tangency
16,15,mixed,7,5,84.343439,tangency
16,15,mixed,7,6,87.576796,tangency
16,15,mixed,7,7,89.406871,tangency
17,1,odd-odd,1,1,86.627713,pitchfork
17,2,mixed,1,1,88.899200,tangency
17,3,odd-odd,2,1,79.835751,pitchfork
17,3,odd-odd,2,2,89.289818,tangency
17,4,mixed,2,1,84.536335,tangency
17,4,mixed,2,2,89.473003,tangency
17,5,odd-odd,3,1,72.895365,pitchfork
17,5,odd-odd,3,2,85.897745,tangency
17,5,odd-odd,3,3,89.580420,tangency
17,6,mixed,3,1,79.222974,tangency
17,6,mixed,3,2,86.679054,tangency
17,6,mixed,3,3,89.651249,tangency
17,7,odd-odd,4,1,65.684261,pitchfork
17,7,odd-odd,4,2,81.386659,tangency
17,7,odd-odd,4,3,87.198928,tangency
17,7,odd-odd,4,4,89.701531,tangency
17,8,mixed,4,1,73.331750,tangency
17,8,mixed,4,2,82.734322,tangency
17,8,mixed,4,3,87.573387,tangency
17,8,mixed,4,4,89.739099,tangency
17,9,odd-odd,5,1,58.034281,pitchfork
17,9,odd-odd,5,2,76.186907,tangency
17,9,odd-odd,5,3,83.684867,tangency
17,9,odd-odd,5,4,87.857289,tangency
17,9,odd-odd,5,5,89.768246,tangency
17,10,mixed,5,1,66.867759,tangency
17,10,mixed,5,2,78.050855,tangency
17,10,mixed,5,3,84.400825,tangency
17,10,mixed,5,4,88.080521,tangency
17,10,mixed,5,5,89.791523,tangency
17,11,odd-odd,6,1,49.679785,pitchfork
17,11,odd-odd,6,2,70.355364,tangency
17,11,odd-odd,6,3,79.412672,tangency
17,11,odd-odd,6,4,84.963371,tangency
17,11,odd-odd,6,5,88.260939,tangency
17,11,odd-odd,6,6,89.810543,tangency
17,12,mixed,6,1,59.672185,tangency
17,12,mixed,6,2,72.705367,tangency
17,12,mixed,6,3,80.467657,tangency
17,12,mixed,6,4,85.418869,tangency
17,12,mixed,6,5,88.409934,tangency
17,12,mixed,6,6,89.826379,tangency
17,13,odd-odd,7,1,40.119167,pitchfork
17,13,odd-odd,7,2,63.773669,tangency
17,13,odd-odd,7,3,74.464684,tangency
17,13,odd-odd,7,4,81.316077,tangency
17,13,odd-odd,7,5,85.796175,tangency
17,13,odd-odd,7,6,88.535143,tangency
17,13,odd-odd,7,7,89.839768,tangency
17,14,mixed,7,1,51.359774,tangency
17,14,mixed,7,2,66.602775,tangency
17,14,mixed,7,3,75.855049,tangency
17,14,mixed,7,4,82.016686,tangency
17,14,mixed,7,5,86.114369,tangency
17,14,mixed,7,6,88.641893,tangency
17,14,mixed,7,7,89.851238,tangency
17,15,odd-odd,8,1,28.072487,pitchfork
17,15,odd-odd,8,2,56.102480,tangency
17,15,odd-odd,8,3,68.760181,tangency
17,15,odd-odd,8,4,76.992136,tangency
17,15,odd-odd,8,5,82.606921,tangency
17,15,odd-odd,8,6,86.386655,tangency
17,15,odd-odd,8,7,88.734018,tangency
17,15,odd-odd,8,8,89.861175,tangency
17,16,mixed,8,1,40.902309,tangency
17,16,mixed,8,2,59.435061,tangency
17,16,mixed,8,3,70.491460,tangency
17,16,mixed,8,4,77.944803,tangency
17,16,mixed,8,5,83.112072,tangency
17,16,mixed,8,6,86.622500,tangency
17,16,mixed,8,7,88.814351,tangency
17,16,mixed,8,8,89.869866,tangency
18,5,mixed,2,1,82.416048,tangency
18,5,mixed,2,2,88.369314,tangency
18,7,mixed,3,1,77.138443,tangency
18,7,mixed,3,2,85.106836,tangency
18,7,mixed,3,3,88.855550,tangency
18,11,mixed,5,1,65.078585,tangency
18,11,mixed,5,2,76.344623,tangency
18,11,mixed,5,3,82.956434,tangency
18,11,mixed,5,4,87.031226,tangency
18,11,mixed,5,5,89.279246,tangency
18,13,mixed,6,1,58.079349,tangency
18,13,mixed,6,2,71.063046,tangency
18,13,mixed,6,3,78.961440,tangency
18,13,mixed,6,4,84.164180,tangency
18,13,mixed,6,5,87.508858,tangency
18,13,mixed,6,6,89.391329,tangency
18,17,mixed,8,1,39.817141,tangency
18,17,mixed,8,2,58.044038,tangency
18,17,mixed,8,3,69.047751,tangency
18,17,mixed,8,4,76.572292,tangency
18,17,mixed,8,5,81.893839,tangency
18,17,mixed,8,6,85.627594,tangency
18,17,mixed,8,7,88.111116,tangency
18,17,mixed,8,8,89.535497,tangency
19,1,odd-odd,1,1,86.983039,pitchfork
19,2,mixed,1,1,89.015210,tangency
19,3,odd-odd,2,1,80.915280,pitchfork
19,3,odd-odd,2,2,89.364663,tangency
19,4,mixed,2,1,85.117359,tangency
19,4,mixed,2,2,89.528543,tangency
19,5,odd-odd,3,1,74.742477,pitchfork
19,5,odd-odd,3,2,86.334137,tangency
19,5,odd-odd,3,3,89.624640,tangency
19,6,mixed,3,1,80.390042,tangency
19,6,mixed,3,2,87.032387,tangency
19,6,mixed,3,3,89.688004,tangency
19,7,odd-odd,4,1,68.381728,pitchfork
19,7,odd-odd,4,2,82.320354,tangency
19,7,odd-odd,4,3,87.496975,tangency
19,7,odd-odd,4,4,89.732986,tangency
19,8,mixed,4,1,75.189358,tangency
19,8,mixed,4,2,83.522359,tangency
19,8,mixed,4,3,87.831604,tangency
19,8,mixed,4,4,89.766596,tangency
19,9,odd-odd,5,1,61.726286,pitchfork
19,9,odd-odd,5,2,77.729347,tangency
19,9,odd-odd,5,3,84.370040,tangency
19,9,odd-odd,5,4,88.085303,tangency
19,9,odd-odd,5,5,89.792671,tangency
19,10,mixed,5,1,69.556955,tangency
19,10,mixed,5,2,79.386709,tangency
19,10,mixed,5,3,85.008457,tangency
19,10,mixed,5,4,88.284786,tangency
19,10,mixed,5,5,89.813494,tangency
19,11,odd-odd,6,1,54.623460,pitchfork
19,11,odd-odd,6,2,72.646378,tangency
19,11,odd-odd,6,3,80.597194,tangency
19,11,odd-odd,6,4,85.510042,tangency
19,11,odd-odd,6,5,88.446008,tangency
19,11,odd-odd,6,6,89.830510,tangency
19,12,mixed,6,1,63.421890,tangency
19,12,mixed,6,2,74.726346,tangency
19,12,mixed,6,3,81.534727,tangency
19,12,mixed,6,4,85.916160,tangency
19,12,mixed,6,5,88.579149,tangency
19,12,mixed,6,6,89.844677,tangency
19,13,odd-odd,7,1,46.826449,pitchfork
19,13,odd-odd,7,2,67.031282,tangency
19,13,odd-odd,7,3,76.282585,tangency
19,13,odd-odd,7,4,82.288564,tangency
19,13,odd-odd,7,5,86.252550,tangency
19,13,odd-odd,7,6,88.691035,tangency
19,13,odd-odd,7,7,89.856655,tangency
19,14,mixed,7,1,56.605915,tangency
19,14,mixed,7,2,69.517823,tangency
19,14,mixed,7,3,77.511927,tangency
19,14,mixed,7,4,82.910989,tangency
19,14,mixed,7,5,86.536231,tangency
19,14,mixed,7,6,88.786426,tangency
19,14,mixed,7,7,89.866916,tangency
19,15,odd-odd,8,1,37.863646,pitchfork
19,15,odd-odd,8,2,60.733645,tangency
19,15,odd-odd,8,3,71.412196,tangency
19,15,odd-odd,8,4,78.516993,tangency
19,15,odd-odd,8,5,83.435304,tangency
19,15,odd-odd,8,6,86.778977,tangency
19,15,odd-odd,8,7,88.868747,tangency
19,15,odd-odd,8,8,89.875805,tangency
19,16,mixed,8,1,48.730939,tangency
19,16,mixed,8,2,63.628851,tangency
19,16,mixed,8,3,72.931291,tangency
19,16,mixed,8,4,79.358833,tangency
19,16,mixed,8,5,83.884001,tangency
19,16,mixed,8,6,86.989232,tangency
19,16,mixed,8,7,88.940532,tangency
19,16,mixed,8,8,89.883581,tangency
19,17,odd-odd,9,1,26.525352,pitchfork
19,17,odd-odd,9,2,53.412192,tangency
19,17,odd-odd,9,3,65.866552,tangency
19,17,odd-odd,9,4,74.189302,tangency
19,17,odd-odd,9,5,80.076919,tangency
19,17,odd-odd,9,6,84.272950,tangency
19,17,odd-odd,9,7,87.173226,tangency
19,17,odd-odd,9,8,89.003694,tangency
19,17,odd-odd,9,9,89.890439,tangency
19,18,mixed,9,1,38.813796,tangency
19,18,mixed,9,2,56.744366,tangency
19,18,mixed,9,3,67.682828,tangency
19,18,mixed,9,4,75.254869,tangency
19,18,mixed,9,5,80.698284,tangency
19,18,mixed,9,6,84.613731,tangency
19,18,mixed,9,7,87.335667,tangency
19,18,mixed,9,8,89.059707,tangency
19,18,mixed,9,9,89.896534,tangency
20,3,mixed,1,1,87.363843,tangency
20,7,mixed,3,1,78.472925,tangency
20,7,mixed,3,2,85.604584,tangency
20,7,mixed,3,3,88.970492,tangency
20,9,mixed,4,1,73.367384,tangency
20,9,mixed,4,2,81.962925,tangency
20,9,mixed,4,3,86.690994,tangency
20,9,mixed,4,4,89.204813,tangency
20,11,mixed,5,1,67.865686,tangency
20,11,mixed,5,2,77.811210,tangency
20,11,mixed,5,3,83.689344,tangency
20,11,mixed,5,4,87.333345,tangency
20,11,mixed,5,5,89.351635,tangency
20,13,mixed,6,1,61.882816,tangency
20,13,mixed,6,2,73.192939,tangency
20,13,mixed,6,3,80.148906,tangency
20,13,mixed,6,4,84.771674,tangency
20,13,mixed,6,5,87.762389,tangency
20,13,mixed,6,6,89.452462,tangency
20,17,mixed,8,1,47.558517,tangency
20,17,mixed,8,2,62.278340,tangency
20,17,mixed,8,3,71.574972,tangency
20,17,mixed,8,4,78.089102,tangency
20,17,mixed,8,5,82.767135,tangency
20,17,mixed,8,6,86.082937,tangency
20,17,mixed,8,7,88.303367,tangency
20,17,mixed,8,8,89.582150,tangency
20,19,mixed,9,1,37.882509,tangency
20,19,mixed,9,2,55.526738,tangency
20,19,mixed,9,3,66.390792,tangency
20,19,mixed,9,4,73.991683,tangency
20,19,mixed,9,5,79.531217,tangency
20,19,mixed,9,6,83.595502,tangency
20,19,mixed,9,7,86.514469,tangency
20,19,mixed,9,8,88.485513,tangency
20,19,mixed,9,9,89.626348,tangency
21,1,odd-odd,1,1,87.270597,pitchfork
21,2,mixed,1,1,89.109089,tangency
21,4,mixed,2,1,85.586242,tangency
21,4,mixed,2,2,89.573488,tangency
21,5,odd-odd,3,1,76.225853,pitchfork
